TOP.63077385.0000b44d	START
TOP.630a4038.00028687	user_options->keyspace	0
TOP.630a4038.00028687	user_options->left	0
TOP.630a4038.00028687	user_options->logfile_disable	0
TOP.630a4038.00028687	user_options->loopback	0
TOP.630a4038.00028687	user_options->machine_readable	0
TOP.630a4038.00028687	user_options->markov_classic	0
TOP.630a4038.00028687	user_options->markov_disable	0
TOP.630a4038.00028687	user_options->markov_inverse	0
TOP.630a4038.00028687	user_options->markov_threshold	256
TOP.630a4038.00028687	user_options->multiply_accel_disable	0
TOP.630a4038.00028687	user_options->backend_info	0
TOP.630a4038.00028687	user_options->backend_vector_width	0
TOP.630a4038.00028687	user_options->optimized_kernel_enable	0
TOP.630a4038.00028687	user_options->outfile_autohex	1
TOP.630a4038.00028687	user_options->outfile_check_timer	5
TOP.630a4038.00028687	user_options->outfile_format	3
TOP.630a4038.00028687	user_options->wordlist_autohex_disable	0
TOP.630a4038.00028687	user_options->potfile_disable	0
TOP.630a4038.00028687	user_options->progress_only	0
TOP.630a4038.00028687	user_options->quiet	0
TOP.630a4038.00028687	user_options->remove	0
TOP.630a4038.00028687	user_options->remove_timer	60
TOP.630a4038.00028687	user_options->restore	0
TOP.630a4038.00028687	user_options->restore_disable	0
TOP.630a4038.00028687	user_options->restore_timer	60
TOP.630a4038.00028687	user_options->rp_files_cnt	0
TOP.630a4038.00028687	user_options->rp_gen	0
TOP.630a4038.00028687	user_options->rp_gen_func_max	4
TOP.630a4038.00028687	user_options->rp_gen_func_min	1
TOP.630a4038.00028687	user_options->rp_gen_seed	0
TOP.630a4038.00028687	user_options->runtime	0
TOP.630a4038.00028687	user_options->scrypt_tmto	0
TOP.630a4038.00028687	user_options->segment_size	33554432
TOP.630a4038.00028687	user_options->self_test_disable	0
TOP.630a4038.00028687	user_options->slow_candidates	0
TOP.630a4038.00028687	user_options->show	0
TOP.630a4038.00028687	user_options->speed_only	0
TOP.630a4038.00028687	user_options->spin_damp	0
TOP.630a4038.00028687	user_options->status	0
TOP.630a4038.00028687	user_options->status_json	0
TOP.630a4038.00028687	user_options->status_timer	10
TOP.630a4038.00028687	user_options->stdout_flag	0
TOP.630a4038.00028687	user_options->usage	0
TOP.630a4038.00028687	user_options->username	0
TOP.630a4038.00028687	user_options->veracrypt_pim_start	485
TOP.630a4038.00028687	user_options->veracrypt_pim_stop	485
TOP.630a4038.00028687	user_options->version	0
TOP.630a4038.00028687	user_options->workload_profile	2
TOP.630a4038.00028687	user_options->brain_client	0
TOP.630a4038.00028687	user_options->brain_client_features	2
TOP.630a4038.00028687	user_options->brain_server	0
TOP.630a4038.00028687	user_options->brain_server_timer	300
TOP.630a4038.00028687	user_options->brain_port	6863
TOP.630a4038.00028687	user_options->brain_session	0
TOP.630a4038.00028687	hashes->hashfile	31707_1661433074.hc22000
TOP.630a4038.00028687	hashes->hashlist_mode	5
TOP.630a4038.00028687	hashes->hashlist_format	0
TOP.630a4038.00028687	hashes->hashes_cnt	0
TOP.630a4038.00028687	hashes->digests_cnt	5
TOP.630a4038.00028687	hashes->digests_done	0
TOP.630a4038.00028687	hashes->salts_cnt	1
TOP.630a4038.00028687	hashes->salts_done	0
TOP.630a4038.00028687	SUB.630a4038.000e65b2	START
TOP.630a4038.00028687	SUB.630a4038.000e65b2	mask_ctx->mask	?1?1?1?1?1?1?1?1
TOP.630a4063.000ec953	START
TOP.630a4063.000ec953	folder_config->cwd	C:\Users\Admin\Documents\GitHub\HashCracker
TOP.630a4063.000ec953	folder_config->install_dir	.
TOP.630a4063.000ec953	folder_config->profile_dir	.
TOP.630a4063.000ec953	folder_config->session_dir	.
TOP.630a4063.000ec953	folder_config->shared_dir	.
TOP.630a4063.000ec953	user_options->custom_charset_1	?d?l?u
TOP.630a4063.000ec953	user_options->encoding_from	utf-8
TOP.630a4063.000ec953	user_options->encoding_to	utf-8
TOP.630a4063.000ec953	user_options->rule_buf_l	:
TOP.630a4063.000ec953	user_options->rule_buf_r	:
TOP.630a4063.000ec953	user_options->session	hashcat
TOP.630a4063.000ec953	user_options->separator	:
TOP.630a4063.000ec953	user_options->limit	0
TOP.630a4063.000ec953	user_options->skip	0
TOP.630a4063.000ec953	user_options->attack_mode	3
TOP.630a4063.000ec953	user_options->benchmark	0
TOP.630a4063.000ec953	user_options->benchmark_all	0
TOP.630a4063.000ec953	user_options->bitmap_max	18
TOP.630a4063.000ec953	user_options->bitmap_min	16
TOP.630a4063.000ec953	user_options->debug_mode	0
TOP.630a4063.000ec953	user_options->hash_info	0
TOP.630a4063.000ec953	user_options->force	0
TOP.630a4063.000ec953	user_options->hwmon_disable	0
TOP.630a4063.000ec953	user_options->hwmon_temp_abort	90
TOP.630a4063.000ec953	user_options->hash_mode	22000
TOP.630a4063.000ec953	user_options->hex_charset	0
TOP.630a4063.000ec953	user_options->hex_salt	0
TOP.630a4063.000ec953	user_options->hex_wordlist	0
TOP.630a4063.000ec953	user_options->hook_threads	8
TOP.630a4063.000ec953	user_options->identify	0
TOP.630a4063.000ec953	user_options->increment	1
TOP.630a4063.000ec953	user_options->increment_max	12
TOP.630a4063.000ec953	user_options->increment_min	8
TOP.630a4063.000ec953	user_options->keep_guessing	0
TOP.630a4063.000ec953	user_options->kernel_accel	0
TOP.630a4063.000ec953	user_options->kernel_loops	0
TOP.630a4063.000ec953	user_options->kernel_threads	0
TOP.630a4063.000ec953	user_options->keyspace	0
TOP.630a4063.000ec953	user_options->left	0
TOP.630a4063.000ec953	user_options->logfile_disable	0
TOP.630a4063.000ec953	user_options->loopback	0
TOP.630a4063.000ec953	user_options->machine_readable	0
TOP.630a4063.000ec953	user_options->markov_classic	0
TOP.630a4063.000ec953	user_options->markov_disable	0
TOP.630a4063.000ec953	user_options->markov_inverse	0
TOP.630a4063.000ec953	user_options->markov_threshold	256
TOP.630a4063.000ec953	user_options->multiply_accel_disable	0
TOP.630a4063.000ec953	user_options->backend_info	0
TOP.630a4063.000ec953	user_options->backend_vector_width	0
TOP.630a4063.000ec953	user_options->optimized_kernel_enable	0
TOP.630a4063.000ec953	user_options->outfile_autohex	1
TOP.630a4063.000ec953	user_options->outfile_check_timer	5
TOP.630a4063.000ec953	user_options->outfile_format	3
TOP.630a4063.000ec953	user_options->wordlist_autohex_disable	0
TOP.630a4063.000ec953	user_options->potfile_disable	0
TOP.630a4063.000ec953	user_options->progress_only	0
TOP.630a4063.000ec953	user_options->quiet	0
TOP.630a4063.000ec953	user_options->remove	0
TOP.630a4063.000ec953	user_options->remove_timer	60
TOP.630a4063.000ec953	user_options->restore	0
TOP.630a4063.000ec953	user_options->restore_disable	0
TOP.630a4063.000ec953	user_options->restore_timer	60
TOP.630a4063.000ec953	user_options->rp_files_cnt	0
TOP.630a4063.000ec953	user_options->rp_gen	0
TOP.630a4063.000ec953	user_options->rp_gen_func_max	4
TOP.630a4063.000ec953	user_options->rp_gen_func_min	1
TOP.630a4063.000ec953	user_options->rp_gen_seed	0
TOP.630a4063.000ec953	user_options->runtime	0
TOP.630a4063.000ec953	user_options->scrypt_tmto	0
TOP.630a4063.000ec953	user_options->segment_size	33554432
TOP.630a4063.000ec953	user_options->self_test_disable	0
TOP.630a4063.000ec953	user_options->slow_candidates	0
TOP.630a4063.000ec953	user_options->show	0
TOP.630a4063.000ec953	user_options->speed_only	0
TOP.630a4063.000ec953	user_options->spin_damp	0
TOP.630a4063.000ec953	user_options->status	0
TOP.630a4063.000ec953	user_options->status_json	0
TOP.630a4063.000ec953	user_options->status_timer	10
TOP.630a4063.000ec953	user_options->stdout_flag	0
TOP.630a4063.000ec953	user_options->usage	0
TOP.630a4063.000ec953	user_options->username	0
TOP.630a4063.000ec953	user_options->veracrypt_pim_start	485
TOP.630a4063.000ec953	user_options->veracrypt_pim_stop	485
TOP.630a4063.000ec953	user_options->version	0
TOP.630a4063.000ec953	user_options->workload_profile	2
TOP.630a4063.000ec953	user_options->brain_client	0
TOP.630a4063.000ec953	user_options->brain_client_features	2
TOP.630a4063.000ec953	user_options->brain_server	0
TOP.630a4063.000ec953	user_options->brain_server_timer	300
TOP.630a4063.000ec953	user_options->brain_port	6863
TOP.630a4063.000ec953	user_options->brain_session	0
TOP.630a4063.000ec953	hashes->hashfile	31707_1661433074.hc22000
TOP.630a4063.000ec953	hashes->hashlist_mode	5
TOP.630a4063.000ec953	hashes->hashlist_format	0
TOP.630a4063.000ec953	hashes->hashes_cnt	0
TOP.630a4063.000ec953	hashes->digests_cnt	5
TOP.630a4063.000ec953	hashes->digests_done	0
TOP.630a4063.000ec953	hashes->salts_cnt	1
TOP.630a4063.000ec953	hashes->salts_done	0
TOP.630a4063.000ec953	SUB.630a4064.000b8330	START
TOP.630a4063.000ec953	SUB.630a4064.000b8330	mask_ctx->mask	?1?1?1?1?1?1?1?1
TOP.630a4079.0006500f	START
TOP.630a4079.0006500f	folder_config->cwd	C:\Users\Admin\Documents\GitHub\HashCracker
TOP.630a4079.0006500f	folder_config->install_dir	.
TOP.630a4079.0006500f	folder_config->profile_dir	.
TOP.630a4079.0006500f	folder_config->session_dir	.
TOP.630a4079.0006500f	folder_config->shared_dir	.
TOP.630a4079.0006500f	user_options->custom_charset_1	?d?l?u
TOP.630a4079.0006500f	user_options->encoding_from	utf-8
TOP.630a4079.0006500f	user_options->encoding_to	utf-8
TOP.630a4079.0006500f	user_options->rule_buf_l	:
TOP.630a4079.0006500f	user_options->rule_buf_r	:
TOP.630a4079.0006500f	user_options->session	hashcat
TOP.630a4079.0006500f	user_options->separator	:
TOP.630a4079.0006500f	user_options->limit	0
TOP.630a4079.0006500f	user_options->skip	0
TOP.630a4079.0006500f	user_options->attack_mode	3
TOP.630a4079.0006500f	user_options->benchmark	0
TOP.630a4079.0006500f	user_options->benchmark_all	0
TOP.630a4079.0006500f	user_options->bitmap_max	18
TOP.630a4079.0006500f	user_options->bitmap_min	16
TOP.630a4079.0006500f	user_options->debug_mode	0
TOP.630a4079.0006500f	user_options->hash_info	0
TOP.630a4079.0006500f	user_options->force	0
TOP.630a4079.0006500f	user_options->hwmon_disable	0
TOP.630a4079.0006500f	user_options->hwmon_temp_abort	90
TOP.630a4079.0006500f	user_options->hash_mode	22000
TOP.630a4079.0006500f	user_options->hex_charset	0
TOP.630a4079.0006500f	user_options->hex_salt	0
TOP.630a4079.0006500f	user_options->hex_wordlist	0
TOP.630a4079.0006500f	user_options->hook_threads	8
TOP.630a4079.0006500f	user_options->identify	0
TOP.630a4079.0006500f	user_options->increment	1
TOP.630a4079.0006500f	user_options->increment_max	12
TOP.630a4079.0006500f	user_options->increment_min	8
TOP.630a4079.0006500f	user_options->keep_guessing	0
TOP.630a4079.0006500f	user_options->kernel_accel	0
TOP.630a4079.0006500f	user_options->kernel_loops	0
TOP.630a4079.0006500f	user_options->kernel_threads	0
TOP.630a4079.0006500f	user_options->keyspace	0
TOP.630a4079.0006500f	user_options->left	0
TOP.630a4079.0006500f	user_options->logfile_disable	0
TOP.630a4079.0006500f	user_options->loopback	0
TOP.630a4079.0006500f	user_options->machine_readable	0
TOP.630a4079.0006500f	user_options->markov_classic	0
TOP.630a4079.0006500f	user_options->markov_disable	0
TOP.630a4079.0006500f	user_options->markov_inverse	0
TOP.630a4079.0006500f	user_options->markov_threshold	256
TOP.630a4079.0006500f	user_options->multiply_accel_disable	0
TOP.630a4079.0006500f	user_options->backend_info	0
TOP.630a4079.0006500f	user_options->backend_vector_width	0
TOP.630a4079.0006500f	user_options->optimized_kernel_enable	0
TOP.630a4079.0006500f	user_options->outfile_autohex	1
TOP.630a4079.0006500f	user_options->outfile_check_timer	5
TOP.630a4079.0006500f	user_options->outfile_format	3
TOP.630a4079.0006500f	user_options->wordlist_autohex_disable	0
TOP.630a4079.0006500f	user_options->potfile_disable	0
TOP.630a4079.0006500f	user_options->progress_only	0
TOP.630a4079.0006500f	user_options->quiet	0
TOP.630a4079.0006500f	user_options->remove	0
TOP.630a4079.0006500f	user_options->remove_timer	60
TOP.630a4079.0006500f	user_options->restore	0
TOP.630a4079.0006500f	user_options->restore_disable	0
TOP.630a4079.0006500f	user_options->restore_timer	60
TOP.630a4079.0006500f	user_options->rp_files_cnt	0
TOP.630a4079.0006500f	user_options->rp_gen	0
TOP.630a4079.0006500f	user_options->rp_gen_func_max	4
TOP.630a4079.0006500f	user_options->rp_gen_func_min	1
TOP.630a4079.0006500f	user_options->rp_gen_seed	0
TOP.630a4079.0006500f	user_options->runtime	0
TOP.630a4079.0006500f	user_options->scrypt_tmto	0
TOP.630a4079.0006500f	user_options->segment_size	33554432
TOP.630a4079.0006500f	user_options->self_test_disable	0
TOP.630a4079.0006500f	user_options->slow_candidates	0
TOP.630a4079.0006500f	user_options->show	0
TOP.630a4079.0006500f	user_options->speed_only	0
TOP.630a4079.0006500f	user_options->spin_damp	0
TOP.630a4079.0006500f	user_options->status	0
TOP.630a4079.0006500f	user_options->status_json	0
TOP.630a4079.0006500f	user_options->status_timer	10
TOP.630a4079.0006500f	user_options->stdout_flag	0
TOP.630a4079.0006500f	user_options->usage	0
TOP.630a4079.0006500f	user_options->username	0
TOP.630a4079.0006500f	user_options->veracrypt_pim_start	485
TOP.630a4079.0006500f	user_options->veracrypt_pim_stop	485
TOP.630a4079.0006500f	user_options->version	0
TOP.630a4079.0006500f	user_options->workload_profile	2
TOP.630a4079.0006500f	user_options->brain_client	0
TOP.630a4079.0006500f	user_options->brain_client_features	2
TOP.630a4079.0006500f	user_options->brain_server	0
TOP.630a4079.0006500f	user_options->brain_server_timer	300
TOP.630a4079.0006500f	user_options->brain_port	6863
TOP.630a4079.0006500f	user_options->brain_session	0
TOP.630a4079.0006500f	hashes->hashfile	31707_1661433074.hc22000
TOP.630a4079.0006500f	hashes->hashlist_mode	5
TOP.630a4079.0006500f	hashes->hashlist_format	0
TOP.630a4079.0006500f	hashes->hashes_cnt	0
TOP.630a4079.0006500f	hashes->digests_cnt	5
TOP.630a4079.0006500f	hashes->digests_done	0
TOP.630a4079.0006500f	hashes->salts_cnt	1
TOP.630a4079.0006500f	hashes->salts_done	0
TOP.630a4079.0006500f	SUB.630a407a.00026d56	START
TOP.630a4079.0006500f	SUB.630a407a.00026d56	mask_ctx->mask	?1?1?1?1?1?1?1?1
TOP.630a4108.0005e1e4	START
TOP.630a4108.0005e1e4	folder_config->cwd	C:\Users\Admin\Documents\GitHub\HashCracker
TOP.630a4108.0005e1e4	folder_config->install_dir	.
TOP.630a4108.0005e1e4	folder_config->profile_dir	.
TOP.630a4108.0005e1e4	folder_config->session_dir	.
TOP.630a4108.0005e1e4	folder_config->shared_dir	.
TOP.630a4108.0005e1e4	user_options->custom_charset_1	?d?l?u
TOP.630a4108.0005e1e4	user_options->encoding_from	utf-8
TOP.630a4108.0005e1e4	user_options->encoding_to	utf-8
TOP.630a4108.0005e1e4	user_options->rule_buf_l	:
TOP.630a4108.0005e1e4	user_options->rule_buf_r	:
TOP.630a4108.0005e1e4	user_options->session	hashcat
TOP.630a4108.0005e1e4	user_options->separator	:
TOP.630a4108.0005e1e4	user_options->limit	0
TOP.630a4108.0005e1e4	user_options->skip	0
TOP.630a4108.0005e1e4	user_options->attack_mode	3
TOP.630a4108.0005e1e4	user_options->benchmark	0
TOP.630a4108.0005e1e4	user_options->benchmark_all	0
TOP.630a4108.0005e1e4	user_options->bitmap_max	18
TOP.630a4108.0005e1e4	user_options->bitmap_min	16
TOP.630a4108.0005e1e4	user_options->debug_mode	0
TOP.630a4108.0005e1e4	user_options->hash_info	0
TOP.630a4108.0005e1e4	user_options->force	0
TOP.630a4108.0005e1e4	user_options->hwmon_disable	0
TOP.630a4108.0005e1e4	user_options->hwmon_temp_abort	90
TOP.630a4108.0005e1e4	user_options->hash_mode	22000
TOP.630a4108.0005e1e4	user_options->hex_charset	0
TOP.630a4108.0005e1e4	user_options->hex_salt	0
TOP.630a4108.0005e1e4	user_options->hex_wordlist	0
TOP.630a4108.0005e1e4	user_options->hook_threads	8
TOP.630a4108.0005e1e4	user_options->identify	0
TOP.630a4108.0005e1e4	user_options->increment	1
TOP.630a4108.0005e1e4	user_options->increment_max	12
TOP.630a4108.0005e1e4	user_options->increment_min	8
TOP.630a4108.0005e1e4	user_options->keep_guessing	0
TOP.630a4108.0005e1e4	user_options->kernel_accel	0
TOP.630a4108.0005e1e4	user_options->kernel_loops	0
TOP.630a4108.0005e1e4	user_options->kernel_threads	0
TOP.630a4108.0005e1e4	user_options->keyspace	0
TOP.630a4108.0005e1e4	user_options->left	0
TOP.630a4108.0005e1e4	user_options->logfile_disable	0
TOP.630a4108.0005e1e4	user_options->loopback	0
TOP.630a4108.0005e1e4	user_options->machine_readable	0
TOP.630a4108.0005e1e4	user_options->markov_classic	0
TOP.630a4108.0005e1e4	user_options->markov_disable	0
TOP.630a4108.0005e1e4	user_options->markov_inverse	0
TOP.630a4108.0005e1e4	user_options->markov_threshold	256
TOP.630a4108.0005e1e4	user_options->multiply_accel_disable	0
TOP.630a4108.0005e1e4	user_options->backend_info	0
TOP.630a4108.0005e1e4	user_options->backend_vector_width	0
TOP.630a4108.0005e1e4	user_options->optimized_kernel_enable	0
TOP.630a4108.0005e1e4	user_options->outfile_autohex	1
TOP.630a4108.0005e1e4	user_options->outfile_check_timer	5
TOP.630a4108.0005e1e4	user_options->outfile_format	3
TOP.630a4108.0005e1e4	user_options->wordlist_autohex_disable	0
TOP.630a4108.0005e1e4	user_options->potfile_disable	0
TOP.630a4108.0005e1e4	user_options->progress_only	0
TOP.630a4108.0005e1e4	user_options->quiet	0
TOP.630a4108.0005e1e4	user_options->remove	0
TOP.630a4108.0005e1e4	user_options->remove_timer	60
TOP.630a4108.0005e1e4	user_options->restore	0
TOP.630a4108.0005e1e4	user_options->restore_disable	0
TOP.630a4108.0005e1e4	user_options->restore_timer	60
TOP.630a4108.0005e1e4	user_options->rp_files_cnt	0
TOP.630a4108.0005e1e4	user_options->rp_gen	0
TOP.630a4108.0005e1e4	user_options->rp_gen_func_max	4
TOP.630a4108.0005e1e4	user_options->rp_gen_func_min	1
TOP.630a4108.0005e1e4	user_options->rp_gen_seed	0
TOP.630a4108.0005e1e4	user_options->runtime	0
TOP.630a4108.0005e1e4	user_options->scrypt_tmto	0
TOP.630a4108.0005e1e4	user_options->segment_size	33554432
TOP.630a4108.0005e1e4	user_options->self_test_disable	0
TOP.630a4108.0005e1e4	user_options->slow_candidates	0
TOP.630a4108.0005e1e4	user_options->show	0
TOP.630a4108.0005e1e4	user_options->speed_only	0
TOP.630a4108.0005e1e4	user_options->spin_damp	0
TOP.630a4108.0005e1e4	user_options->status	0
TOP.630a4108.0005e1e4	user_options->status_json	0
TOP.630a4108.0005e1e4	user_options->status_timer	10
TOP.630a4108.0005e1e4	user_options->stdout_flag	0
TOP.630a4108.0005e1e4	user_options->usage	0
TOP.630a4108.0005e1e4	user_options->username	0
TOP.630a4108.0005e1e4	user_options->veracrypt_pim_start	485
TOP.630a4108.0005e1e4	user_options->veracrypt_pim_stop	485
TOP.630a4108.0005e1e4	user_options->version	0
TOP.630a4108.0005e1e4	user_options->workload_profile	2
TOP.630a4108.0005e1e4	user_options->brain_client	0
TOP.630a4108.0005e1e4	user_options->brain_client_features	2
TOP.630a4108.0005e1e4	user_options->brain_server	0
TOP.630a4108.0005e1e4	user_options->brain_server_timer	300
TOP.630a4108.0005e1e4	user_options->brain_port	6863
TOP.630a4108.0005e1e4	user_options->brain_session	0
TOP.630a4108.0005e1e4	hashes->hashfile	31707_1661433074.hc22000
TOP.630a4108.0005e1e4	hashes->hashlist_mode	5
TOP.630a4108.0005e1e4	hashes->hashlist_format	0
TOP.630a4108.0005e1e4	hashes->hashes_cnt	0
TOP.630a4108.0005e1e4	hashes->digests_cnt	5
TOP.630a4108.0005e1e4	hashes->digests_done	0
TOP.630a4108.0005e1e4	hashes->salts_cnt	1
TOP.630a4108.0005e1e4	hashes->salts_done	0
TOP.630a4108.0005e1e4	SUB.630a4109.00026fd4	START
TOP.630a4108.0005e1e4	SUB.630a4109.00026fd4	mask_ctx->mask	?1?1?1?1?1?1?1?1
TOP.630a413e.000672ac	START
TOP.630a413e.000672ac	folder_config->cwd	C:\Users\Admin\Documents\GitHub\HashCracker
TOP.630a413e.000672ac	folder_config->install_dir	.
TOP.630a413e.000672ac	folder_config->profile_dir	.
